T	η
541.0	24.567720712308635
542.0	24.602984835566374
543.0	24.638232330357802
544.0	24.673459654515447
545.0	24.70866323901913
546.0	24.74383948801379
547.0	24.778984778837835
548.0	24.81409546206237
549.0	24.849167861541524
550.0	24.88419827447382
551.0	24.919182971474996
552.0	24.954086585975492
553.0	24.988879878432343
554.0	25.023568325653518
555.0	25.058157451507704
556.0	25.092652826535357
557.0	25.127060067582587
558.0	25.161384837458353
559.0	25.19563284461549
560.0	25.22980984285606
561.0	25.263921631061482
562.0	25.297974052948014
563.0	25.331972996847924
564.0	25.36592439551701
565.0	25.399834225968775
566.0	25.4337085093358
567.0	25.46755331075891
568.0	25.50137473930427
569.0	25.53517894790929
570.0	25.568972133357452
571.0	25.602817995235583
572.0	25.636771166636855
573.0	25.670824237680883
574.0	25.704969744849983
575.0	25.739200170323674
576.0	25.773507941355327
577.0	25.807885429691854
578.0	25.842324951037085
579.0	25.876818764559506
580.0	25.91135907244531
581.0	25.945938019497135
582.0	25.980547692779627
583.0	26.015180121312305
584.0	26.04982727581081
585.0	26.084481068476954
586.0	26.119133352838777
587.0	26.153775923641046
588.0	26.188400516787276
589.0	26.222998809333983
590.0	26.25748712215918
591.0	26.29179290931779
592.0	26.325924557310262
593.0	26.3598905235011
594.0	26.393699335088698
595.0	26.42735958812602
596.0	26.460879946592804
597.0	26.494269141520903
598.0	26.52753597017353
599.0	26.560689295279573
600.0	26.593738044324244
601.0	26.62669120889672
602.0	26.659557844096216
603.0	26.692347067997208
604.0	26.725068061174966
605.0	26.75773006629224
606.0	26.790342387748268
607.0	26.82291439139089
608.0	26.8554555042928
609.0	26.888063266253894
610.0	26.920822529597274
611.0	26.953723690623598
612.0	26.986757084202697
613.0	27.019912982663413
614.0	27.053181594751063
615.0	27.086553064653405
616.0	27.120017471096162
617.0	27.153564826509015
618.0	27.187185076263145
619.0	27.220868097981402
620.0	27.254603700922146
621.0	27.28838162543788
622.0	27.32219154250982
623.0	27.356023053359557
624.0	27.389865689138894
625.0	27.423708910699133
626.0	27.457542108440958
627.0	27.491354602246076
628.0	27.525038130761192
629.0	27.55849821951468
630.0	27.59174487691001
631.0	27.62478819157715
632.0	27.657638330898315
633.0	27.69030553960271
634.0	27.722800138431637
635.0	27.75513252287556
636.0	27.7873131619845
637.0	27.819352597253133
638.0	27.85126144158203
639.0	27.88305037831631
640.0	27.914730160362993
641.0	27.946311609388427
642.0	27.977805615096887
643.0	28.00922313459168
644.0	28.04057519181998
645.0	28.071872877102447
646.0	28.10312734674888
647.0	28.13445459195711
648.0	28.165957675758392
649.0	28.197628377699445
650.0	28.229458431352384
651.0	28.261439523248697
652.0	28.29356329186014
653.0	28.325821326627146
654.0	28.358205167035383
655.0	28.3907063017408
656.0	28.423316167744034
657.0	28.456026149614694
658.0	28.488827578766163
659.0	28.521711732781547
660.0	28.554669834791664
661.0	28.58769305290559
662.0	28.620772499694496
663.0	28.653899231729675
664.0	28.687064249175364
665.0	28.72025849543714
666.0	28.75338741192259
667.0	28.78636555814324
668.0	28.819197539120797
669.0	28.851887995797398
670.0	28.884441604593935
671.0	28.916863076981656
672.0	28.94915715906746
673.0	28.981328631193218
674.0	29.01338230754922
675.0	29.0453230358024
676.0	29.077155696739148
677.0	29.108885203923496
678.0	29.140516503370584
679.0	29.172054573235844
680.0	29.203504423520133
681.0	29.23487109579112
682.0	29.26615966292111
683.0	29.297375228841698
684.0	29.328522928315337
685.0	29.35965818313927
686.0	29.390831380949727
687.0	29.42204011783598
688.0	29.453281975921623
689.0	29.48455452328799
690.0	29.515855313901515
691.0	29.54718188754498
692.0	29.57853176975286
693.0	29.6099024717506
694.0	29.641291490398068
695.0	29.672696308137184
696.0	29.70411439294369
697.0	29.735543198283253
698.0	29.766980163071818
699.0	29.79842271164044
700.0	29.829868253704426
701.0	29.861314184337036
702.0	29.892757883947684
703.0	29.92419671826478
704.0	29.955603642351793
705.0	29.986954221307826
706.0	30.01824973127536
707.0	30.04949145687133
708.0	30.08068069114878
709.0	30.111818735559456
710.0	30.142906899917413
711.0	30.173946502363595
712.0	30.20493886933139
713.0	30.23588533551329
714.0	30.26678724382858
715.0	30.297645945392038
716.0	30.328462799483763
717.0	30.359239173520177
718.0	30.389976443025976
719.0	30.42067599160737
720.0	30.451339210926466
721.0	30.481967500676713
722.0	30.512562268559655
723.0	30.54313923905764
724.0	30.573713274988737
725.0	30.6042844979336
726.0	30.634853029984036
727.0	30.665418993743877
728.0	30.69598251232992
729.0	30.726543709372866
730.0	30.75710270901822
731.0	30.78765963592722
732.0	30.818214615277814
733.0	30.84876777276556
734.0	30.879319234604598
735.0	30.90986912752863
736.0	30.940417578791873
737.0	30.970964716170016
738.0	31.001510667961227
739.0	31.032055562987143
740.0	31.06259953059385
741.0	31.093142700652898
742.0	31.123686064119923
743.0	31.154229516348458
744.0	31.184771538258566
745.0	31.215310602839384
746.0	31.245845175141874
747.0	31.27637371227301
748.0	31.306894663391592
749.0	31.337406469705506
750.0	31.36790756447066
751.0	31.398396372991428
752.0	31.428871312622718
753.0	31.4593307927737
754.0	31.489773214913082
755.0	31.520196972576155
756.0	31.55060045137342
757.0	31.58098202900093
758.0	31.611340075252333
759.0	31.641672952032682
760.0	31.671979013373896
761.0	31.7022421447798
762.0	31.7324484650917
763.0	31.76259967977167
764.0	31.792697503999552
765.0	31.822743662623743
766.0	31.85273989011373
767.0	31.882687930514386
768.0	31.912589537402017
769.0	31.94244647384218
770.0	31.972260512349376
771.0	32.00203343484852
772.0	32.031767032638285
773.0	32.061463106356385
774.0	32.09112346594672
775.0	32.12074993062848
776.0	32.15034432886719
777.0	32.17990849834779
778.0	32.209444285949665
779.0	32.238953547723774
780.0	32.26845603599661
781.0	32.29796942326583
782.0	32.32749244803935
783.0	32.357023842592
784.0	32.38656233295117
785.0	32.416106638883434
786.0	32.44565547388208
787.0	32.47520754515581
788.0	32.5047615536184
789.0	32.53431619387934
790.0	32.563870154235595
791.0	32.59342211666444
792.0	32.622970756817296
793.0	32.65251474401471
794.0	32.68205274124239
795.0	32.71158340514837
796.0	32.741105386041255
797.0	32.770617327889674
798.0	32.800117868322786
799.0	32.82959332343682
800.0	32.85903183666403
801.0	32.88843478712502
802.0	32.91780356091051
803.0	32.94713955105933
804.0	32.97644415753767
805.0	33.00571878721938
806.0	33.03496485386737
807.0	33.064183778116245
808.0	33.09337698745605
809.0	33.12254591621718
810.0	33.151692005556534
811.0	33.18081670344482
812.0	33.20992146465509
813.0	33.239007750752535
814.0	33.26807703008543
815.0	33.29713077777749
816.0	33.32617047572133
817.0	33.355197612573335
818.0	33.38422752087833
819.0	33.41327320104002
820.0	33.44233264160439
821.0	33.47140382180294
822.0	33.50048471152661
823.0	33.529573271302056
824.0	33.55866745227045
825.0	33.58776519616877
826.0	33.6168644353136
827.0	33.64596309258749
828.0	33.675059081427804
829.0	33.70415030581826
830.0	33.733234660283046
831.0	33.76231002988355
832.0	33.7913742902178
